Order_ID,Date,Product,Category,Region,Sales_Channel,Customer_Segment,Quantity,Sales,Profit
ORD00605,2025-05-03,Notebook,Stationery,East,Offline,Corporate,2,1018,125.93
ORD00606,2025-02-02,Laptop Pro 14,Electronics,North,Offline,Small Business,6,275694,47181.44
ORD00607,2025-12-14,Water Bottle,Accessories,West,Online,Consumer,5,4185,390.55
ORD00608,2025-04-02,Gel Pen Pack,Stationery,South,Offline,Consumer,5,2085,157.97
ORD00609,2025-09-24,Office Chair,Furniture,West,Offline,Small Business,1,15149,2408.66
ORD00610,2025-05-30,Laptop Pro 14,Electronics,West,Offline,Small Business,4,35800,7098.23
ORD00611,2025-09-06,Notebook,Stationery,East,Online,Corporate,8,2800,250.6
ORD00612,2025-05-28,Notebook,Stationery,South,Offline,Consumer,1,662,178.69
ORD00613,2025-12-29,Mechanical Keyboard,Electronics,South,Offline,Corporate,3,65505,18247.58
ORD00614,2025-04-05,Notebook,Stationery,South,Offline,Corporate,4,604,166.07
ORD00615,2025-03-25,Water Bottle,Accessories,West,Offline,Consumer,5,21955,4978.5
ORD00616,2025-10-07,Laptop Pro 14,Electronics,West,Offline,Small Business,6,236634,48127.61
ORD00617,2025-09-03,Wireless Mouse,Electronics,South,Offline,Corporate,1,18974,1056.91
ORD00618,2025-06-17,Wireless Mouse,Electronics,East,Online,Consumer,1,26278,6035.93
ORD00619,2025-10-03,Wireless Mouse,Electronics,North,Offline,Corporate,8,97216,15827.45
ORD00620,2025-08-07,Mechanical Keyboard,Electronics,East,Offline,Small Business,6,307848,39814.49
ORD00621,2025-04-21,Wireless Mouse,Electronics,West,Offline,Consumer,8,441392,103861.63
ORD00622,2025-11-03,USB-C Hub,Electronics,East,Online,Small Business,2,39054,10830.77
ORD00623,2025-02-15,Gel Pen Pack,Stationery,West,Online,Consumer,1,639,57.65
ORD00624,2025-07-15,Mechanical Keyboard,Electronics,East,Offline,Small Business,5,366480,88671.52
ORD00625,2025-04-25,Backpack,Accessories,West,Online,Small Business,1,2758,744.35
ORD00626,2025-08-02,Standing Desk,Furniture,East,Offline,Consumer,3,72117,5585.58
ORD00627,2025-07-05,USB-C Hub,Electronics,North,Offline,Small Business,8,598640,164074.96
ORD00628,2025-01-09,USB-C Hub,Electronics,South,Offline,Consumer,5,110220,13615.11
ORD00629,2025-05-20,Laptop Pro 14,Electronics,North,Online,Small Business,6,334116,38980.29
ORD00630,2025-02-18,Mechanical Keyboard,Electronics,East,Online,Small Business,3,215895,24274.28
ORD00631,2025-06-30,USB-C Hub,Electronics,West,Offline,Corporate,3,7170,973.64
ORD00632,2025-02-22,Mechanical Keyboard,Electronics,North,Offline,Corporate,4,83828,19521.41
ORD00633,2025-03-01,Wireless Mouse,Electronics,South,Offline,Small Business,3,8931,1866.06
ORD00634,2025-06-25,Water Bottle,Accessories,South,Online,Corporate,3,6363,506.52
ORD00635,2025-04-18,Mechanical Keyboard,Electronics,West,Offline,Consumer,3,33006,1793.07
ORD00636,2025-02-25,Office Chair,Furniture,East,Online,Consumer,1,20937,1619.52
ORD00637,2025-12-08,Standing Desk,Furniture,East,Online,Consumer,1,5556,513.93
ORD00638,2025-05-23,Mechanical Keyboard,Electronics,North,Online,Small Business,6,281178,46711.85
ORD00639,2025-09-28,Laptop Pro 14,Electronics,North,Online,Small Business,4,103224,5263.98
ORD00640,2025-07-07,Backpack,Accessories,West,Offline,Consumer,3,5343,1292.96
ORD00641,2025-04-27,Water Bottle,Accessories,South,Offline,Corporate,7,28812,2171.64
ORD00642,2025-10-13,Standing Desk,Furniture,West,Offline,Small Business,1,12251,1696.76
ORD00643,2025-04-26,Backpack,Accessories,West,Offline,Consumer,7,6090,1557.78
ORD00644,2025-12-12,Laptop Pro 14,Electronics,North,Online,Consumer,8,115880,23345.89
ORD00645,2025-07-25,Gel Pen Pack,Stationery,West,Online,Consumer,2,1648,210.75
ORD00646,2025-09-13,Gel Pen Pack,Stationery,West,Offline,Small Business,5,3195,421.43
ORD00647,2025-03-17,Standing Desk,Furniture,South,Online,Consumer,8,44024,7236.36
ORD00648,2025-02-04,Laptop Pro 14,Electronics,North,Online,Small Business,8,33648,2864.44
ORD00649,2025-09-10,Water Bottle,Accessories,East,Online,Consumer,8,34528,5735.2
ORD00650,2025-03-02,Gel Pen Pack,Stationery,North,Online,Small Business,7,5950,926.54
ORD00651,2025-12-28,Standing Desk,Furniture,West,Online,Small Business,3,46836,10051.77
ORD00652,2025-12-04,Backpack,Accessories,East,Offline,Small Business,8,35600,2236.38
ORD00653,2025-11-12,Gel Pen Pack,Stationery,South,Offline,Corporate,6,1230,228.54
ORD00654,2025-01-14,USB-C Hub,Electronics,West,Offline,Consumer,6,303492,84415.53
ORD00655,2025-05-07,Office Chair,Furniture,North,Offline,Consumer,4,83664,20903.97
ORD00656,2025-10-03,Laptop Pro 14,Electronics,West,Offline,Consumer,6,33594,5657.05
ORD00657,2025-10-29,Backpack,Accessories,West,Online,Small Business,1,2941,534.33
ORD00658,2025-06-22,Office Chair,Furniture,East,Offline,Consumer,8,186944,35783.03
ORD00659,2025-11-22,Backpack,Accessories,West,Online,Small Business,2,4944,301.25
ORD00660,2025-10-24,Wireless Mouse,Electronics,West,Offline,Consumer,2,156552,28222.96
ORD00661,2025-02-09,Notebook,Stationery,West,Offline,Corporate,5,4830,589.6
ORD00662,2025-09-21,USB-C Hub,Electronics,West,Online,Small Business,8,579760,144025.87
ORD00663,2025-05-18,Backpack,Accessories,West,Online,Consumer,7,32046,3081.19
ORD00664,2025-12-17,Mechanical Keyboard,Electronics,West,Offline,Corporate,5,288835,56554.85
ORD00665,2025-05-12,Mechanical Keyboard,Electronics,South,Offline,Corporate,4,215588,20295.6
ORD00666,2025-10-14,Backpack,Accessories,South,Online,Corporate,7,13678,1185.23
ORD00667,2025-12-04,Standing Desk,Furniture,North,Offline,Small Business,3,52260,12945.03
ORD00668,2025-02-02,Standing Desk,Furniture,South,Online,Consumer,7,164563,43926.36
ORD00669,2025-09-14,USB-C Hub,Electronics,North,Online,Small Business,2,138228,22694.79
ORD00670,2025-06-10,Wireless Mouse,Electronics,North,Online,Consumer,6,463728,46438.62
ORD00671,2025-08-14,Standing Desk,Furniture,North,Offline,Small Business,7,145712,25164.18
ORD00672,2025-09-01,Gel Pen Pack,Stationery,East,Online,Small Business,4,3292,706.48
ORD00673,2025-01-18,USB-C Hub,Electronics,East,Online,Small Business,1,32114,6325.12
ORD00674,2025-08-15,Office Chair,Furniture,South,Offline,Consumer,7,100639,7120.97
ORD00675,2025-08-13,Mechanical Keyboard,Electronics,West,Offline,Small Business,6,323718,77477.21
ORD00676,2025-06-20,Gel Pen Pack,Stationery,West,Offline,Corporate,7,4298,280.51
ORD00677,2025-01-27,Laptop Pro 14,Electronics,East,Offline,Small Business,3,176451,25082.9
ORD00678,2025-02-26,Wireless Mouse,Electronics,East,Offline,Corporate,3,100248,23288.39
ORD00679,2025-05-14,Mechanical Keyboard,Electronics,East,Online,Corporate,3,235284,16331.48
ORD00680,2025-10-20,Gel Pen Pack,Stationery,South,Offline,Small Business,4,2192,600.72
ORD00681,2025-01-26,Mechanical Keyboard,Electronics,East,Online,Small Business,7,398419,28082.2
ORD00682,2025-01-08,Wireless Mouse,Electronics,South,Online,Corporate,7,421176,42804.67
ORD00683,2025-09-11,Standing Desk,Furniture,East,Online,Corporate,7,109431,30520.06
ORD00684,2025-07-29,Mechanical Keyboard,Electronics,South,Offline,Small Business,3,13413,2576.19
ORD00685,2025-02-13,Backpack,Accessories,West,Offline,Small Business,1,3556,739.56
ORD00686,2025-05-12,USB-C Hub,Electronics,South,Offline,Corporate,2,26376,3338.1
ORD00687,2025-12-10,USB-C Hub,Electronics,West,Offline,Consumer,1,1402,167.65
ORD00688,2025-01-22,Water Bottle,Accessories,West,Online,Consumer,3,13011,3434.58
ORD00689,2025-12-30,Notebook,Stationery,South,Offline,Corporate,7,2233,134.33
ORD00690,2025-08-09,Notebook,Stationery,South,Offline,Small Business,5,3100,378.18
ORD00691,2025-03-19,Backpack,Accessories,North,Offline,Corporate,8,5976,614.74
ORD00692,2025-12-28,Mechanical Keyboard,Electronics,West,Offline,Corporate,8,463224,70201.38
ORD00693,2025-03-17,Wireless Mouse,Electronics,South,Offline,Small Business,2,93046,8518.42
ORD00694,2025-04-19,USB-C Hub,Electronics,South,Offline,Small Business,1,69645,18225.75
ORD00695,2025-06-18,Wireless Mouse,Electronics,North,Offline,Consumer,1,37961,5159.6
ORD00696,2025-02-11,Laptop Pro 14,Electronics,North,Offline,Corporate,8,508760,63985.83
ORD00697,2025-03-08,USB-C Hub,Electronics,North,Offline,Consumer,4,28320,6614.81
ORD00698,2025-05-11,Gel Pen Pack,Stationery,South,Offline,Corporate,3,786,193.39
ORD00699,2025-11-28,Standing Desk,Furniture,East,Online,Corporate,3,33846,7420.89
ORD00700,2025-07-08,Wireless Mouse,Electronics,West,Online,Corporate,4,259500,28999.19
ORD00701,2025-11-11,Notebook,Stationery,East,Offline,Small Business,3,2856,169.36
ORD00702,2025-11-28,Office Chair,Furniture,West,Online,Corporate,3,56331,6582.94
ORD00703,2025-03-18,Standing Desk,Furniture,North,Online,Consumer,3,28941,3413.9
ORD00704,2025-02-25,Water Bottle,Accessories,East,Offline,Small Business,7,34692,8220.26
ORD00705,2025-09-15,Wireless Mouse,Electronics,West,Online,Consumer,1,15633,3608.42
ORD00706,2025-12-27,Gel Pen Pack,Stationery,East,Offline,Consumer,5,5055,978.02
ORD00707,2025-04-05,Office Chair,Furniture,North,Offline,Consumer,2,19994,3457.09
ORD00708,2025-03-29,Laptop Pro 14,Electronics,East,Offline,Corporate,8,488112,58399.67
ORD00709,2025-03-06,Wireless Mouse,Electronics,South,Online,Consumer,3,7554,1587.0
ORD00710,2025-11-29,Backpack,Accessories,West,Online,Corporate,3,5589,390.12
ORD00711,2025-01-12,Gel Pen Pack,Stationery,West,Online,Consumer,2,1982,314.03
ORD00712,2025-10-19,Standing Desk,Furniture,West,Offline,Corporate,7,87073,16978.74
ORD00713,2025-11-02,USB-C Hub,Electronics,West,Online,Small Business,5,27755,4664.83
ORD00714,2025-09-28,Laptop Pro 14,Electronics,West,Offline,Consumer,1,56012,3618.79
ORD00715,2025-11-15,Backpack,Accessories,South,Offline,Corporate,6,2820,245.64
ORD00716,2025-04-29,Backpack,Accessories,East,Offline,Corporate,4,16548,1326.59
ORD00717,2025-08-30,Notebook,Stationery,South,Online,Small Business,3,768,61.2
ORD00718,2025-02-21,Backpack,Accessories,North,Offline,Corporate,7,14105,2511.69
ORD00719,2025-12-13,Notebook,Stationery,North,Online,Consumer,3,435,55.54
ORD00720,2025-04-25,Water Bottle,Accessories,East,Online,Small Business,8,5456,1239.18
ORD00721,2025-11-06,Water Bottle,Accessories,North,Online,Small Business,2,2416,662.4
ORD00722,2025-03-27,Wireless Mouse,Electronics,West,Online,Consumer,2,55240,11759.36
ORD00723,2025-06-21,Notebook,Stationery,North,Online,Corporate,3,2937,666.47
ORD00724,2025-05-27,Notebook,Stationery,South,Online,Small Business,3,2526,335.83
ORD00725,2025-04-27,Gel Pen Pack,Stationery,East,Online,Corporate,3,2754,740.61
ORD00726,2025-01-06,Mechanical Keyboard,Electronics,South,Offline,Consumer,2,23624,6516.62
ORD00727,2025-01-19,Gel Pen Pack,Stationery,East,Offline,Corporate,3,3432,502.58
ORD00728,2025-05-24,Laptop Pro 14,Electronics,West,Offline,Small Business,3,160932,31156.87
ORD00729,2025-04-12,Gel Pen Pack,Stationery,South,Offline,Consumer,5,5900,824.22
ORD00730,2025-09-19,Wireless Mouse,Electronics,East,Online,Corporate,5,345160,19472.2
ORD00731,2025-09-16,Gel Pen Pack,Stationery,North,Online,Corporate,2,1222,160.73
ORD00732,2025-10-21,Standing Desk,Furniture,South,Offline,Corporate,1,12607,2702.55
ORD00733,2025-12-08,Standing Desk,Furniture,South,Offline,Corporate,3,55584,6970.5
ORD00734,2025-03-17,Wireless Mouse,Electronics,South,Offline,Consumer,7,382956,56571.77
ORD00735,2025-02-09,Backpack,Accessories,West,Offline,Corporate,6,21204,5312.95
ORD00736,2025-08-02,Backpack,Accessories,South,Online,Small Business,3,12813,2736.4
ORD00737,2025-08-22,Office Chair,Furniture,West,Online,Consumer,8,53112,10004.6
ORD00738,2025-10-20,Notebook,Stationery,East,Offline,Corporate,5,1965,266.13
ORD00739,2025-01-15,Backpack,Accessories,East,Offline,Consumer,3,2094,555.89
ORD00740,2025-09-08,Mechanical Keyboard,Electronics,West,Offline,Small Business,1,16733,4186.56
ORD00741,2025-10-17,Standing Desk,Furniture,West,Offline,Small Business,8,110904,24980.99
ORD00742,2025-03-18,Backpack,Accessories,West,Offline,Small Business,6,20832,2157.14
ORD00743,2025-12-10,Laptop Pro 14,Electronics,East,Online,Small Business,8,296448,63042.03
ORD00744,2025-02-13,Water Bottle,Accessories,West,Online,Consumer,4,19884,3380.35
ORD00745,2025-04-03,Water Bottle,Accessories,East,Offline,Small Business,1,3939,273.64
ORD00746,2025-09-09,Laptop Pro 14,Electronics,East,Offline,Corporate,1,45258,2513.32
ORD00747,2025-02-28,Wireless Mouse,Electronics,North,Online,Corporate,2,143424,13196.99
ORD00748,2025-12-14,Gel Pen Pack,Stationery,North,Offline,Corporate,3,2238,125.89
ORD00749,2025-06-13,Wireless Mouse,Electronics,North,Online,Consumer,3,164427,43830.13
ORD00750,2025-11-02,Office Chair,Furniture,East,Online,Corporate,4,72664,19499.54
ORD00751,2025-10-11,Backpack,Accessories,North,Offline,Small Business,7,25466,4984.07
ORD00752,2025-12-12,USB-C Hub,Electronics,West,Online,Small Business,2,65970,11920.55
ORD00753,2025-04-15,Water Bottle,Accessories,West,Offline,Consumer,3,6924,1202.24
ORD00754,2025-08-26,Laptop Pro 14,Electronics,East,Offline,Corporate,5,113195,12775.15
ORD00755,2025-10-27,Office Chair,Furniture,North,Offline,Small Business,5,33945,2243.26
ORD00756,2025-03-13,Wireless Mouse,Electronics,East,Offline,Small Business,5,286590,72594.47
ORD00757,2025-05-20,Backpack,Accessories,East,Online,Small Business,4,16264,4400.52
ORD00758,2025-11-27,Mechanical Keyboard,Electronics,West,Offline,Small Business,1,63159,9159.79
ORD00759,2025-11-29,Wireless Mouse,Electronics,West,Offline,Corporate,2,142602,18707.78
ORD00760,2025-12-23,Mechanical Keyboard,Electronics,South,Online,Corporate,1,17053,2596.37
ORD00761,2025-04-09,Notebook,Stationery,North,Offline,Corporate,2,1118,304.63
ORD00762,2025-04-18,USB-C Hub,Electronics,West,Online,Small Business,1,26401,6602.38
ORD00763,2025-12-04,Office Chair,Furniture,South,Offline,Consumer,3,62316,4942.23
ORD00764,2025-12-21,Laptop Pro 14,Electronics,North,Offline,Corporate,5,370575,73159.75
ORD00765,2025-05-21,Gel Pen Pack,Stationery,North,Online,Consumer,2,2188,369.7
ORD00766,2025-08-04,Standing Desk,Furniture,North,Online,Small Business,8,13352,1695.47
ORD00767,2025-02-08,Gel Pen Pack,Stationery,North,Online,Corporate,4,3016,194.39
ORD00768,2025-01-13,Gel Pen Pack,Stationery,East,Online,Corporate,6,1800,188.68
ORD00769,2025-05-02,Water Bottle,Accessories,North,Online,Consumer,2,2166,419.84
ORD00770,2025-07-13,Laptop Pro 14,Electronics,West,Online,Consumer,6,55338,3464.24
ORD00771,2025-10-14,Laptop Pro 14,Electronics,West,Online,Small Business,1,39355,7555.35
ORD00772,2025-01-06,USB-C Hub,Electronics,North,Offline,Small Business,8,408168,52291.13
ORD00773,2025-10-28,Notebook,Stationery,South,Online,Small Business,4,420,78.27
ORD00774,2025-05-12,Water Bottle,Accessories,North,Online,Consumer,6,10938,1158.61
ORD00775,2025-10-27,Standing Desk,Furniture,South,Online,Corporate,7,159985,29476.14
ORD00776,2025-11-05,Standing Desk,Furniture,South,Online,Consumer,6,81510,15069.66
ORD00777,2025-10-14,Water Bottle,Accessories,South,Online,Corporate,1,1941,383.01
ORD00778,2025-12-08,Office Chair,Furniture,East,Offline,Corporate,8,169224,45945.15
ORD00779,2025-02-23,Mechanical Keyboard,Electronics,South,Offline,Small Business,8,49840,9814.31
ORD00780,2025-05-03,Office Chair,Furniture,North,Offline,Consumer,8,110536,10210.9
ORD00781,2025-07-03,Wireless Mouse,Electronics,East,Online,Consumer,1,73404,11105.58
ORD00782,2025-04-12,Office Chair,Furniture,South,Online,Consumer,5,43370,5558.21
ORD00783,2025-04-01,Laptop Pro 14,Electronics,North,Offline,Consumer,5,69815,14006.28
ORD00784,2025-08-22,Standing Desk,Furniture,West,Online,Consumer,4,54804,15056.49
ORD00785,2025-03-08,Mechanical Keyboard,Electronics,West,Online,Consumer,4,103296,12718.72
ORD00786,2025-10-28,USB-C Hub,Electronics,East,Online,Small Business,4,283536,30295.67
ORD00787,2025-09-08,USB-C Hub,Electronics,East,Offline,Small Business,4,45480,7594.3
ORD00788,2025-04-02,Backpack,Accessories,West,Online,Consumer,6,26118,4151.83
ORD00789,2025-04-14,Office Chair,Furniture,West,Online,Corporate,8,115776,17106.51
ORD00790,2025-10-09,Standing Desk,Furniture,South,Online,Corporate,2,8506,1440.31
ORD00791,2025-11-15,Water Bottle,Accessories,West,Offline,Corporate,6,23058,3321.72
ORD00792,2025-01-13,Gel Pen Pack,Stationery,North,Offline,Small Business,3,1869,247.81
ORD00793,2025-10-07,Water Bottle,Accessories,North,Online,Corporate,2,2542,168.81
ORD00794,2025-12-12,Office Chair,Furniture,South,Offline,Consumer,6,68514,14545.37
ORD00795,2025-05-25,Standing Desk,Furniture,South,Offline,Consumer,6,88770,17793.14
ORD00796,2025-04-18,Office Chair,Furniture,North,Offline,Consumer,8,147216,18895.42
ORD00797,2025-12-24,Gel Pen Pack,Stationery,South,Online,Corporate,7,7007,398.87
ORD00798,2025-09-13,Laptop Pro 14,Electronics,West,Offline,Corporate,6,271446,56386.24
ORD00799,2025-01-12,USB-C Hub,Electronics,West,Offline,Consumer,1,18936,3689.93
ORD00800,2025-02-02,Gel Pen Pack,Stationery,West,Offline,Consumer,7,2114,382.61
ORD00801,2025-02-23,Mechanical Keyboard,Electronics,North,Offline,Corporate,3,14706,1366.76
ORD00802,2025-04-30,Office Chair,Furniture,North,Online,Corporate,5,18965,2556.29
ORD00803,2025-07-20,Gel Pen Pack,Stationery,North,Offline,Consumer,3,3534,565.43
ORD00804,2025-04-16,Mechanical Keyboard,Electronics,East,Online,Small Business,5,286745,54152.7
ORD00805,2025-05-22,Backpack,Accessories,South,Offline,Small Business,4,3296,789.9
ORD00806,2025-08-24,Backpack,Accessories,West,Offline,Small Business,8,21264,4224.07
ORD00807,2025-07-20,Standing Desk,Furniture,South,Online,Corporate,3,28989,4502.01
ORD00808,2025-05-03,Laptop Pro 14,Electronics,North,Online,Corporate,3,109752,22315.99
ORD00809,2025-10-11,Gel Pen Pack,Stationery,East,Offline,Corporate,2,590,133.52
ORD00810,2025-05-10,Mechanical Keyboard,Electronics,West,Offline,Corporate,4,268120,17919.79
ORD00811,2025-04-10,Gel Pen Pack,Stationery,South,Offline,Small Business,7,4151,884.55
ORD00812,2025-09-06,Backpack,Accessories,East,Online,Consumer,8,31080,2556.6
ORD00813,2025-11-07,Laptop Pro 14,Electronics,South,Online,Small Business,2,47860,10554.69
ORD00814,2025-12-13,Laptop Pro 14,Electronics,North,Online,Corporate,5,104095,10392.29
ORD00815,2025-11-22,Laptop Pro 14,Electronics,North,Online,Corporate,2,103798,6441.24
ORD00816,2025-05-08,Office Chair,Furniture,North,Offline,Consumer,6,48318,7102.12
ORD00817,2025-04-23,Wireless Mouse,Electronics,East,Offline,Small Business,2,45408,7622.87
ORD00818,2025-11-16,Office Chair,Furniture,North,Offline,Corporate,4,57780,5977.56
ORD00819,2025-01-08,Mechanical Keyboard,Electronics,North,Offline,Small Business,7,295050,45885.72
ORD00820,2025-07-08,USB-C Hub,Electronics,West,Online,Small Business,1,9525,2157.75
ORD00821,2025-10-19,Water Bottle,Accessories,South,Offline,Consumer,3,10449,2151.63
ORD00822,2025-12-08,Notebook,Stationery,South,Online,Consumer,8,928,128.01
ORD00823,2025-11-12,Laptop Pro 14,Electronics,North,Online,Corporate,2,82362,15858.49
ORD00824,2025-06-01,Backpack,Accessories,West,Offline,Consumer,4,2440,255.6
ORD00825,2025-06-12,Standing Desk,Furniture,East,Offline,Consumer,1,15095,1549.84
ORD00826,2025-10-04,Office Chair,Furniture,South,Offline,Small Business,1,24023,4082.43
ORD00827,2025-02-03,Laptop Pro 14,Electronics,South,Online,Consumer,8,78984,20994.2
ORD00828,2025-10-09,USB-C Hub,Electronics,East,Online,Small Business,4,126692,27460.17
ORD00829,2025-05-06,Office Chair,Furniture,West,Online,Corporate,7,149464,17282.7
ORD00830,2025-02-10,Backpack,Accessories,West,Online,Corporate,6,24936,3778.22
ORD00831,2025-07-15,Laptop Pro 14,Electronics,South,Offline,Corporate,7,81263,14396.23
ORD00832,2025-06-06,Backpack,Accessories,West,Online,Consumer,8,7112,900.69
ORD00833,2025-01-03,Office Chair,Furniture,West,Offline,Corporate,1,13763,3618.42
ORD00834,2025-06-07,Backpack,Accessories,South,Online,Corporate,2,6904,1825.35
ORD00835,2025-06-28,Standing Desk,Furniture,South,Online,Corporate,8,194568,51190.71
ORD00836,2025-07-05,Laptop Pro 14,Electronics,South,Online,Consumer,1,20083,2178.73
ORD00837,2025-11-26,Wireless Mouse,Electronics,West,Online,Corporate,7,369754,95872.89
ORD00838,2025-12-21,Standing Desk,Furniture,North,Online,Small Business,5,94855,20754.72
ORD00839,2025-06-26,USB-C Hub,Electronics,South,Offline,Consumer,3,107883,5553.46
ORD00840,2025-02-05,Wireless Mouse,Electronics,East,Online,Small Business,7,486549,43422.49
ORD00841,2025-04-12,Mechanical Keyboard,Electronics,South,Online,Consumer,8,196424,35441.02
ORD00842,2025-04-04,Laptop Pro 14,Electronics,South,Online,Corporate,4,138772,34654.6
ORD00843,2025-07-13,Wireless Mouse,Electronics,West,Offline,Small Business,2,73950,13658.47
ORD00844,2025-01-05,Wireless Mouse,Electronics,North,Offline,Small Business,1,35575,3505.76
ORD00845,2025-05-17,Water Bottle,Accessories,East,Offline,Consumer,8,24456,3308.42
ORD00846,2025-12-07,Notebook,Stationery,North,Online,Corporate,7,1379,345.86
ORD00847,2025-03-13,Gel Pen Pack,Stationery,South,Offline,Corporate,1,1166,313.36
ORD00848,2025-12-18,USB-C Hub,Electronics,East,Online,Small Business,8,545520,151011.79
ORD00849,2025-01-24,Notebook,Stationery,North,Offline,Corporate,6,6432,1415.15
ORD00850,2025-12-04,Backpack,Accessories,North,Online,Corporate,2,2944,736.2
ORD00851,2025-06-04,Wireless Mouse,Electronics,South,Online,Consumer,8,181816,36800.96
ORD00852,2025-12-04,Mechanical Keyboard,Electronics,East,Offline,Corporate,2,29048,7659.11
ORD00853,2025-05-12,Office Chair,Furniture,West,Online,Small Business,8,186448,36490.87
ORD00854,2025-04-25,Notebook,Stationery,West,Online,Consumer,2,1722,468.79
ORD00855,2025-03-01,Standing Desk,Furniture,South,Online,Small Business,5,25745,5672.49
ORD00856,2025-03-07,Notebook,Stationery,South,Offline,Corporate,6,498,31.99
ORD00857,2025-07-06,Notebook,Stationery,West,Offline,Consumer,3,1602,225.76
ORD00858,2025-04-23,Standing Desk,Furniture,North,Offline,Corporate,8,50640,11233.16
ORD00859,2025-12-19,Water Bottle,Accessories,West,Online,Corporate,2,4134,677.38
ORD00860,2025-04-18,Mechanical Keyboard,Electronics,South,Online,Small Business,4,30356,3606.09
ORD00861,2025-06-22,Gel Pen Pack,Stationery,East,Offline,Small Business,7,6167,410.22
ORD00862,2025-12-25,Office Chair,Furniture,East,Offline,Small Business,7,40523,9946.62
ORD00863,2025-10-23,Mechanical Keyboard,Electronics,South,Online,Small Business,3,175854,45081.96
ORD00864,2025-11-30,Office Chair,Furniture,West,Online,Consumer,1,20363,2781.75
ORD00865,2025-07-02,Wireless Mouse,Electronics,West,Online,Small Business,8,193952,38697.79
ORD00866,2025-05-06,Gel Pen Pack,Stationery,South,Offline,Small Business,1,892,106.7
ORD00867,2025-08-26,Wireless Mouse,Electronics,North,Online,Consumer,7,257411,13557.47
ORD00868,2025-11-25,Backpack,Accessories,North,Online,Corporate,4,10168,2130.78
ORD00869,2025-11-27,Backpack,Accessories,South,Offline,Small Business,7,7798,973.21
ORD00870,2025-07-21,Laptop Pro 14,Electronics,South,Online,Consumer,8,72632,16219.23
ORD00871,2025-12-22,USB-C Hub,Electronics,South,Online,Small Business,3,4191,328.16
ORD00872,2025-02-14,Mechanical Keyboard,Electronics,South,Offline,Small Business,5,26440,3137.71
ORD00873,2025-05-08,Laptop Pro 14,Electronics,West,Offline,Small Business,5,33755,5141.96
ORD00874,2025-11-07,Notebook,Stationery,South,Offline,Consumer,4,684,39.98
ORD00875,2025-11-05,Mechanical Keyboard,Electronics,West,Online,Small Business,4,313064,68152.16
ORD00876,2025-05-14,Standing Desk,Furniture,West,Online,Small Business,7,102263,27333.91
ORD00877,2025-02-06,Office Chair,Furniture,South,Offline,Consumer,5,124550,25057.36
ORD00878,2025-08-11,Notebook,Stationery,North,Offline,Consumer,7,4102,459.95
ORD00879,2025-11-24,Notebook,Stationery,South,Offline,Consumer,2,1278,319.29
ORD00880,2025-07-13,Wireless Mouse,Electronics,East,Offline,Consumer,4,201312,34442.35
ORD00881,2025-06-28,Water Bottle,Accessories,West,Online,Corporate,5,3460,308.88
ORD00882,2025-10-10,Water Bottle,Accessories,South,Online,Consumer,7,16954,884.73
ORD00883,2025-10-18,Gel Pen Pack,Stationery,West,Offline,Consumer,5,4190,863.1
ORD00884,2025-07-01,Backpack,Accessories,South,Offline,Small Business,8,30432,5165.43
ORD00885,2025-06-06,Wireless Mouse,Electronics,North,Online,Small Business,7,291837,63588.13
ORD00886,2025-02-13,Laptop Pro 14,Electronics,South,Offline,Corporate,5,366670,75430.47
ORD00887,2025-12-17,Water Bottle,Accessories,East,Online,Small Business,2,718,153.84
ORD00888,2025-12-17,Water Bottle,Accessories,East,Online,Small Business,1,2143,193.31
ORD00889,2025-01-27,Notebook,Stationery,East,Online,Small Business,7,3003,819.93
ORD00890,2025-05-29,Wireless Mouse,Electronics,West,Online,Corporate,5,320120,16170.51
ORD00891,2025-01-19,Water Bottle,Accessories,East,Offline,Corporate,8,2784,533.34
ORD00892,2025-01-03,Wireless Mouse,Electronics,West,Online,Consumer,6,150600,11040.14
ORD00893,2025-09-21,Water Bottle,Accessories,East,Online,Corporate,3,1068,91.63
ORD00894,2025-07-11,Gel Pen Pack,Stationery,North,Offline,Small Business,5,2265,536.02
ORD00895,2025-03-24,Backpack,Accessories,South,Online,Consumer,3,9726,2462.84
ORD00896,2025-01-21,Standing Desk,Furniture,South,Offline,Small Business,3,45891,3986.64
ORD00897,2025-03-02,Standing Desk,Furniture,West,Offline,Consumer,7,136682,17047.55
ORD00898,2025-02-25,Wireless Mouse,Electronics,South,Online,Small Business,1,17231,915.64
ORD00899,2025-08-08,Notebook,Stationery,West,Online,Small Business,1,672,108.71
ORD00900,2025-09-19,Mechanical Keyboard,Electronics,South,Offline,Consumer,3,100194,27921.98
ORD00901,2025-12-28,Backpack,Accessories,South,Online,Consumer,2,3690,1026.88
ORD00902,2025-07-25,Mechanical Keyboard,Electronics,South,Online,Consumer,1,36595,1978.4
ORD00903,2025-07-28,Gel Pen Pack,Stationery,West,Online,Corporate,5,3840,615.23
ORD00904,2025-05-18,Wireless Mouse,Electronics,North,Online,Consumer,6,224838,27781.75
ORD00905,2025-01-27,Laptop Pro 14,Electronics,North,Offline,Consumer,6,170904,44255.74
ORD00906,2025-09-09,Standing Desk,Furniture,South,Offline,Corporate,6,68838,14033.17
